Finished Part Code,Finished Old Code,Finished Item Name,Raw Casting Part Code,Raw Casting Old Code,Raw Casting Name,Step No,Process Short Code,Process Name,Estimated Days,Vendors,Vendor Names,Remarks
4001000400,14201,STATIONARY PLATE TOGGLE - 170 TON (CASTING),4001000100,11201,STATIONARY PLATE TOGGLE - 90 TON (CASTING),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4001000400,14201,STATIONARY PLATE TOGGLE - 170 TON (CASTING),4001000100,11201,STATIONARY PLATE TOGGLE - 90 TON (CASTING),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4001001500,14202,MOVING PLATE TOGGLE - 170 TON (CASTING),4001001200,11202,MOVING PLATE TOGGLE - 90 TON (CASTING),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4001001500,14202,MOVING PLATE TOGGLE - 170 TON (CASTING),4001001200,11202,MOVING PLATE TOGGLE - 90 TON (CASTING),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4001001500,14202,MOVING PLATE TOGGLE - 170 TON (CASTING),4001001200,11202,MOVING PLATE TOGGLE - 90 TON (CASTING),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4001001500,14202,MOVING PLATE TOGGLE - 170 TON (CASTING),4001001200,11202,MOVING PLATE TOGGLE - 90 TON (CASTING),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4001001500,14202,MOVING PLATE TOGGLE - 170 TON (CASTING),4001001200,11202,MOVING PLATE TOGGLE - 90 TON (CASTING),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4001002600,14203,END PLATE - 170 TON (CASTING),4001002300,11203,END PLATE - 90 TON (CASTING),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4001002600,14203,END PLATE - 170 TON (CASTING),4001002300,11203,END PLATE - 90 TON (CASTING),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4001002600,14203,END PLATE - 170 TON (CASTING),4001002300,11203,END PLATE - 90 TON (CASTING),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4001002600,14203,END PLATE - 170 TON (CASTING),4001002300,11203,END PLATE - 90 TON (CASTING),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4001002600,14203,END PLATE - 170 TON (CASTING),4001002300,11203,END PLATE - 90 TON (CASTING),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4001003900,14204,CROSS HEAD - 170 TON (CASTING),4001003600,11204,CROSS HEAD - 90 TON (CASTING),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4001003900,14204,CROSS HEAD - 170 TON (CASTING),4001003600,11204,CROSS HEAD - 90 TON (CASTING),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4001003900,14204,CROSS HEAD - 170 TON (CASTING),4001003600,11204,CROSS HEAD - 90 TON (CASTING),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4001003900,14204,CROSS HEAD - 170 TON (CASTING),4001003600,11204,CROSS HEAD - 90 TON (CASTING),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4001003900,14204,CROSS HEAD - 170 TON (CASTING),4001003600,11204,CROSS HEAD - 90 TON (CASTING),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4001004500,14207,CROSS HEAD LINK - 170 TON (CASTING),4001004200,11207,CROSS HEAD LINK - 90 TON (CASTING),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4001004500,14207,CROSS HEAD LINK - 170 TON (CASTING),4001004200,11207,CROSS HEAD LINK - 90 TON (CASTING),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4001004500,14207,CROSS HEAD LINK - 170 TON (CASTING),4001004200,11207,CROSS HEAD LINK - 90 TON (CASTING),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4001004500,14207,CROSS HEAD LINK - 170 TON (CASTING),4001004200,11207,CROSS HEAD LINK - 90 TON (CASTING),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4001004500,14207,CROSS HEAD LINK - 170 TON (CASTING),4001004200,11207,CROSS HEAD LINK - 90 TON (CASTING),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4001005100,14205,BINARY LINK - 170 TON (CASTING),4001004800,11205,BINARY LINK - 90 TON (CASTING),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4001005100,14205,BINARY LINK - 170 TON (CASTING),4001004800,11205,BINARY LINK - 90 TON (CASTING),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4001005100,14205,BINARY LINK - 170 TON (CASTING),4001004800,11205,BINARY LINK - 90 TON (CASTING),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4001005100,14205,BINARY LINK - 170 TON (CASTING),4001004800,11205,BINARY LINK - 90 TON (CASTING),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4001005100,14205,BINARY LINK - 170 TON (CASTING),4001004800,11205,BINARY LINK - 90 TON (CASTING),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4001010200,,BARREL PLATE - 905 (STOCK-245) (CASTING),4001009600,,BARREL PLATE - 280 (STOCK-150) (CASTING),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4001010200,,BARREL PLATE - 905 (STOCK-245) (CASTING),4001009600,,BARREL PLATE - 280 (STOCK-150) (CASTING),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4001010200,,BARREL PLATE - 905 (STOCK-245) (CASTING),4001009600,,BARREL PLATE - 280 (STOCK-150) (CASTING),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4001010200,,BARREL PLATE - 905 (STOCK-245) (CASTING),4001009600,,BARREL PLATE - 280 (STOCK-150) (CASTING),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4001010200,,BARREL PLATE - 905 (STOCK-245) (CASTING),4001009600,,BARREL PLATE - 280 (STOCK-150) (CASTING),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4001000500,15201,STATIONARY PLATE TOGGLE - 200 TON (CASTING),4001000100,11201,STATIONARY PLATE TOGGLE - 90 TON (CASTING),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4001000500,15201,STATIONARY PLATE TOGGLE - 200 TON (CASTING),4001000100,11201,STATIONARY PLATE TOGGLE - 90 TON (CASTING),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4001000500,15201,STATIONARY PLATE TOGGLE - 200 TON (CASTING),4001000100,11201,STATIONARY PLATE TOGGLE - 90 TON (CASTING),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4001000500,15201,STATIONARY PLATE TOGGLE - 200 TON (CASTING),4001000100,11201,STATIONARY PLATE TOGGLE - 90 TON (CASTING),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4001000500,15201,STATIONARY PLATE TOGGLE - 200 TON (CASTING),4001000100,11201,STATIONARY PLATE TOGGLE - 90 TON (CASTING),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4001001600,15202,MOVING PLATE TOGGLE - 200 TON (CASTING),4001001200,11202,MOVING PLATE TOGGLE - 90 TON (CASTING),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4001001600,15202,MOVING PLATE TOGGLE - 200 TON (CASTING),4001001200,11202,MOVING PLATE TOGGLE - 90 TON (CASTING),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4001001600,15202,MOVING PLATE TOGGLE - 200 TON (CASTING),4001001200,11202,MOVING PLATE TOGGLE - 90 TON (CASTING),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4001001600,15202,MOVING PLATE TOGGLE - 200 TON (CASTING),4001001200,11202,MOVING PLATE TOGGLE - 90 TON (CASTING),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4001001600,15202,MOVING PLATE TOGGLE - 200 TON (CASTING),4001001200,11202,MOVING PLATE TOGGLE - 90 TON (CASTING),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4001002700,15203,END PLATE - 200 TON (CASTING),4001002300,11203,END PLATE - 90 TON (CASTING),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4001002700,15203,END PLATE - 200 TON (CASTING),4001002300,11203,END PLATE - 90 TON (CASTING),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4001002700,15203,END PLATE - 200 TON (CASTING),4001002300,11203,END PLATE - 90 TON (CASTING),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4001002700,15203,END PLATE - 200 TON (CASTING),4001002300,11203,END PLATE - 90 TON (CASTING),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4001002700,15203,END PLATE - 200 TON (CASTING),4001002300,11203,END PLATE - 90 TON (CASTING),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4001004000,15204,CROSS HEAD - 200 TON (CASTING),4001003600,11204,CROSS HEAD - 90 TON (CASTING),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4001004000,15204,CROSS HEAD - 200 TON (CASTING),4001003600,11204,CROSS HEAD - 90 TON (CASTING),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4001004000,15204,CROSS HEAD - 200 TON (CASTING),4001003600,11204,CROSS HEAD - 90 TON (CASTING),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4001004000,15204,CROSS HEAD - 200 TON (CASTING),4001003600,11204,CROSS HEAD - 90 TON (CASTING),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4001004000,15204,CROSS HEAD - 200 TON (CASTING),4001003600,11204,CROSS HEAD - 90 TON (CASTING),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4001004600,15207,CROSS HEAD LINK - 200 TON (CASTING),4001004200,11207,CROSS HEAD LINK - 90 TON (CASTING),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4001004600,15207,CROSS HEAD LINK - 200 TON (CASTING),4001004200,11207,CROSS HEAD LINK - 90 TON (CASTING),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4001004600,15207,CROSS HEAD LINK - 200 TON (CASTING),4001004200,11207,CROSS HEAD LINK - 90 TON (CASTING),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4001004600,15207,CROSS HEAD LINK - 200 TON (CASTING),4001004200,11207,CROSS HEAD LINK - 90 TON (CASTING),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4001004600,15207,CROSS HEAD LINK - 200 TON (CASTING),4001004200,11207,CROSS HEAD LINK - 90 TON (CASTING),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4001005200,15205,BINARY LINK - 200 TON (CASTING),4001004800,11205,BINARY LINK - 90 TON (CASTING),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4001005200,15205,BINARY LINK - 200 TON (CASTING),4001004800,11205,BINARY LINK - 90 TON (CASTING),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4001005200,15205,BINARY LINK - 200 TON (CASTING),4001004800,11205,BINARY LINK - 90 TON (CASTING),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4001005200,15205,BINARY LINK - 200 TON (CASTING),4001004800,11205,BINARY LINK - 90 TON (CASTING),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4001005200,15205,BINARY LINK - 200 TON (CASTING),4001004800,11205,BINARY LINK - 90 TON (CASTING),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4001005800,15206,TERNARY LINK - 200 TON (CASTING),4001005400,11206,TERNARY LINK - 90 TON (CASTING),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4001005800,15206,TERNARY LINK - 200 TON (CASTING),4001005400,11206,TERNARY LINK - 90 TON (CASTING),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4001005800,15206,TERNARY LINK - 200 TON (CASTING),4001005400,11206,TERNARY LINK - 90 TON (CASTING),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4001005800,15206,TERNARY LINK - 200 TON (CASTING),4001005400,11206,TERNARY LINK - 90 TON (CASTING),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4001005800,15206,TERNARY LINK - 200 TON (CASTING),4001005400,11206,TERNARY LINK - 90 TON (CASTING),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4001010400,,BARREL PLATE - 1520 (STOCK-280) (CASTING),4001009600,,BARREL PLATE - 280 (STOCK-150) (CASTING),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4001010400,,BARREL PLATE - 1520 (STOCK-280) (CASTING),4001009600,,BARREL PLATE - 280 (STOCK-150) (CASTING),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4001010400,,BARREL PLATE - 1520 (STOCK-280) (CASTING),4001009600,,BARREL PLATE - 280 (STOCK-150) (CASTING),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4001010400,,BARREL PLATE - 1520 (STOCK-280) (CASTING),4001009600,,BARREL PLATE - 280 (STOCK-150) (CASTING),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4001010400,,BARREL PLATE - 1520 (STOCK-280) (CASTING),4001009600,,BARREL PLATE - 280 (STOCK-150) (CASTING),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4001006100,,MOVING PLATE SLIDING BLOCK - 200 TON (CASTING),4001006000,,MOVING PLATE SLIDING BLOCK - 140 TON (CASTING),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4001006100,,MOVING PLATE SLIDING BLOCK - 200 TON (CASTING),4001006000,,MOVING PLATE SLIDING BLOCK - 140 TON (CASTING),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4001006100,,MOVING PLATE SLIDING BLOCK - 200 TON (CASTING),4001006000,,MOVING PLATE SLIDING BLOCK - 140 TON (CASTING),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4001006100,,MOVING PLATE SLIDING BLOCK - 200 TON (CASTING),4001006000,,MOVING PLATE SLIDING BLOCK - 140 TON (CASTING),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4001006100,,MOVING PLATE SLIDING BLOCK - 200 TON (CASTING),4001006000,,MOVING PLATE SLIDING BLOCK - 140 TON (CASTING),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4001010600,,BARREL PLATE - 2350 (STOCK-315) (CASTING),4001009600,,BARREL PLATE - 280 (STOCK-150) (CASTING),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4001010600,,BARREL PLATE - 2350 (STOCK-315) (CASTING),4001009600,,BARREL PLATE - 280 (STOCK-150) (CASTING),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4001010600,,BARREL PLATE - 2350 (STOCK-315) (CASTING),4001009600,,BARREL PLATE - 280 (STOCK-150) (CASTING),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4001010600,,BARREL PLATE - 2350 (STOCK-315) (CASTING),4001009600,,BARREL PLATE - 280 (STOCK-150) (CASTING),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4001010600,,BARREL PLATE - 2350 (STOCK-315) (CASTING),4001009600,,BARREL PLATE - 280 (STOCK-150) (CASTING),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
2000300300,B-10003,SCREW BARREL ASSY - 40-280,,,SCREW BARREL ASSY - 40-280 (CASTING/RAW MATERIAL),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
2000300300,B-10003,SCREW BARREL ASSY - 40-280,,,SCREW BARREL ASSY - 40-280 (CASTING/RAW MATERIAL),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
2000300300,B-10003,SCREW BARREL ASSY - 40-280,,,SCREW BARREL ASSY - 40-280 (CASTING/RAW MATERIAL),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
2000300300,B-10003,SCREW BARREL ASSY - 40-280,,,SCREW BARREL ASSY - 40-280 (CASTING/RAW MATERIAL),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
2000300300,B-10003,SCREW BARREL ASSY - 40-280,,,SCREW BARREL ASSY - 40-280 (CASTING/RAW MATERIAL),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
3000001000,A-10347,LOCKING UNIT LINEAR MTG BRACKET - 90 TON,,,LOCKING UNIT LINEAR MTG BRACKET - 90 TON (CASTING/RAW MATERIAL),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
3000001000,A-10347,LOCKING UNIT LINEAR MTG BRACKET - 90 TON,,,LOCKING UNIT LINEAR MTG BRACKET - 90 TON (CASTING/RAW MATERIAL),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
3000001000,A-10347,LOCKING UNIT LINEAR MTG BRACKET - 90 TON,,,LOCKING UNIT LINEAR MTG BRACKET - 90 TON (CASTING/RAW MATERIAL),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
3000001000,A-10347,LOCKING UNIT LINEAR MTG BRACKET - 90 TON,,,LOCKING UNIT LINEAR MTG BRACKET - 90 TON (CASTING/RAW MATERIAL),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
3000001000,A-10347,LOCKING UNIT LINEAR MTG BRACKET - 90 TON,,,LOCKING UNIT LINEAR MTG BRACKET - 90 TON (CASTING/RAW MATERIAL),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4110006300,A-10352,INJECTION MANIFOLD - NG10,,,INJECTION MANIFOLD - NG10 (CASTING/RAW MATERIAL),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4110006300,A-10352,INJECTION MANIFOLD - NG10,,,INJECTION MANIFOLD - NG10 (CASTING/RAW MATERIAL),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4110006300,A-10352,INJECTION MANIFOLD - NG10,,,INJECTION MANIFOLD - NG10 (CASTING/RAW MATERIAL),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4110006300,A-10352,INJECTION MANIFOLD - NG10,,,INJECTION MANIFOLD - NG10 (CASTING/RAW MATERIAL),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4110006300,A-10352,INJECTION MANIFOLD - NG10,,,INJECTION MANIFOLD - NG10 (CASTING/RAW MATERIAL),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4110006400,A-11197,LOCKING MANIFOLD NG10-NG6-NG6,,,LOCKING MANIFOLD NG10-NG6-NG6 (CASTING/RAW MATERIAL),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
4110006400,A-11197,LOCKING MANIFOLD NG10-NG6-NG6,,,LOCKING MANIFOLD NG10-NG6-NG6 (CASTING/RAW MATERIAL),2,BOR,Precision CNC Boring (Tie Bar & Bush Bores),3,VEN0000002,Apex Precision VMC Machinists,Bore 4x Tie bar holes to H7 tolerance
4110006400,A-11197,LOCKING MANIFOLD NG10-NG6-NG6,,,LOCKING MANIFOLD NG10-NG6-NG6 (CASTING/RAW MATERIAL),3,DRL,CNC Drilling & Tapping (PCD Clamp Holes),1,VEN0000002,Apex Precision VMC Machinists,M16 mould clamp tapped holes as per drawing
4110006400,A-11197,LOCKING MANIFOLD NG10-NG6-NG6,,,LOCKING MANIFOLD NG10-NG6-NG6 (CASTING/RAW MATERIAL),4,HT,Stress Relieving & Normalizing Heat Treatment,2,VEN0000004,Gujarat Heat Treaters & Nitriding,Normalize thermal stress at 550°C
4110006400,A-11197,LOCKING MANIFOLD NG10-NG6-NG6,,,LOCKING MANIFOLD NG10-NG6-NG6 (CASTING/RAW MATERIAL),5,GRD,Cylindrical & Precision Surface Grinding,1,VEN0000006,Sardar Cylindrical & Surface Grinding,Precision surface grind & rust preventive oil
4110006500,A-10355,EJECTOR MANIFOLD NG6,,,EJECTOR MANIFOLD NG6 (CASTING/RAW MATERIAL),1,MCH,VMC Heavy Face Milling & Edge Truing,2,VEN0000002,Apex Precision VMC Machinists,Rough & finish top/bottom platen face to 0.02mm flat
